latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.51845,-122.63736,13.0,-25200,America/Los_Angeles,PDT

time,wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°)
2011-12-22,5.1,11.2,352
2011-12-23,4.9,8.5,257
2011-12-24,4.1,6.5,315
2011-12-25,14.9,41.6,209
2011-12-26,9.4,22.8,188
2011-12-27,17.4,51.7,191
2011-12-28,18.1,56.4,206
2011-12-29,13.3,31.5,203
2011-12-30,11.5,31.5,236
2011-12-31,6.6,15.7,38
2012-01-01,6.6,16.8,5
2012-01-02,15.8,35.6,209
2012-01-03,7.4,15.2,169
2012-01-04,11.5,35.6,202
2012-01-05,9.4,26.2,228
2012-01-06,4.5,11.4,250
2012-01-07,3.6,9.4,137
2012-01-08,4.0,8.3,333
2012-01-09,5.3,9.4,298
2012-01-10,7.4,14.5,345
2012-01-11,10.0,23.0,10
2012-01-12,7.8,16.8,360
2012-01-13,4.5,8.3,324
2012-01-14,11.8,25.1,223
2012-01-15,7.7,22.1,212
2012-01-16,10.8,28.0,196
2012-01-17,14.1,37.4,207
2012-01-18,20.9,56.1,194
2012-01-19,14.7,36.7,195
2012-01-20,15.7,45.4,172
2012-01-21,16.6,40.7,217
2012-01-22,17.1,49.2,179
2012-01-23,3.4,7.6,322
2012-01-24,17.5,48.1,192
2012-01-25,16.8,42.7,216
2012-01-26,11.9,25.1,265
2012-01-27,4.7,10.7,358
2012-01-28,3.3,8.3,274
2012-01-29,12.9,33.1,203
2012-01-30,9.1,21.0,208
2012-01-31,7.9,18.3,189
2012-02-01,9.2,20.4,239
2012-02-02,7.7,17.2,15
2012-02-03,8.4,16.8,24
2012-02-04,5.2,13.2,13
2012-02-05,6.6,15.7,360
2012-02-06,8.5,19.9,21
2012-02-07,7.3,14.8,20
2012-02-08,3.2,17.7,50
2012-02-09,5.6,16.3,14
2012-02-10,8.2,27.7,195
2012-02-11,5.4,15.0,227
2012-02-12,4.1,9.6,252
2012-02-13,5.2,10.5,310
2012-02-14,10.4,25.3,217
2012-02-15,4.3,10.7,154
2012-02-16,4.5,10.5,189
2012-02-17,13.8,36.9,206
2012-02-18,11.0,30.9,213
2012-02-19,6.3,16.3,186
2012-02-20,9.5,21.3,194
