latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
48.752193,-122.436554,23.0,-25200,America/Los_Angeles,PDT

time,wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°)
2011-05-09,5.5,15.2,188
2011-05-10,5.5,15.4,181
2011-05-11,7.0,19.5,205
2011-05-12,5.1,15.9,143
2011-05-13,6.4,15.4,29
2011-05-14,7.0,16.3,304
2011-05-15,7.7,20.6,204
2011-05-16,9.6,22.6,185
2011-05-17,5.6,15.4,231
2011-05-18,6.7,17.0,269
2011-05-19,6.1,15.7,228
2011-05-20,5.2,14.8,195
2011-05-21,5.7,13.0,185
2011-05-22,6.5,17.9,189
2011-05-23,5.4,13.4,200
2011-05-24,3.5,10.3,121
2011-05-25,7.6,15.4,191
2011-05-26,7.4,19.2,196
2011-05-27,5.9,15.9,157
2011-05-28,5.0,15.4,226
2011-05-29,8.4,19.9,194
2011-05-30,4.7,11.9,223
2011-05-31,5.7,17.7,187
2011-06-01,6.7,19.9,179
2011-06-02,7.7,20.4,178
2011-06-03,5.0,11.2,328
2011-06-04,4.5,11.4,333
2011-06-05,4.4,12.8,241
2011-06-06,6.7,17.0,188
2011-06-07,8.3,23.5,200
2011-06-08,6.7,14.5,188
2011-06-09,5.5,14.5,208
2011-06-10,7.1,19.7,192
2011-06-11,4.6,13.9,195
2011-06-12,4.8,14.1,180
2011-06-13,9.1,22.8,196
2011-06-14,8.1,20.8,183
2011-06-15,6.0,17.0,198
2011-06-16,6.2,17.2,182
2011-06-17,5.2,14.5,185
2011-06-18,5.2,12.3,162
2011-06-19,7.1,18.1,185
2011-06-20,4.3,12.3,198
2011-06-21,3.8,13.9,38
2011-06-22,7.8,19.9,182
2011-06-23,7.5,21.3,190
2011-06-24,5.5,17.4,178
2011-06-25,6.5,18.3,193
2011-06-26,4.9,14.8,242
2011-06-27,3.4,8.3,21
2011-06-28,6.0,12.5,190
2011-06-29,9.7,22.6,189
2011-06-30,10.2,23.7,187
2011-07-01,4.8,10.7,120
2011-07-02,6.3,14.1,178
2011-07-03,8.3,22.1,189
2011-07-04,5.2,13.4,235
2011-07-05,4.4,12.1,188
2011-07-06,5.0,14.8,186
2011-07-07,10.6,27.7,179
2011-07-08,7.7,20.6,195
2011-07-09,4.1,11.4,193
2011-07-10,4.7,13.0,189
2011-07-11,5.0,14.5,169
2011-07-12,5.2,14.3,203
2011-07-13,6.8,19.5,180
2011-07-14,6.4,16.6,176
2011-07-15,4.6,15.9,192
2011-07-16,2.8,13.9,211
2011-07-17,6.1,13.6,197
2011-07-18,5.4,15.9,225
2011-07-19,9.4,25.1,177
